"Class","Ticket","Date","Tree","FixVersion","OpenVersion","PredictedIV"
"BookieAutoRecoveryTest.java","BOOKKEEPER-750","2014-05-23 18:46","tree c8bb61438abab86d0884383c865f5ae451490aa0 ------","7","5","5.451177547042204"
"BookKeeperClusterTestCase.java","BOOKKEEPER-750","2014-05-23 18:46","tree c8bb61438abab86d0884383c865f5ae451490aa0 ------","7","5","5.451177547042204"
"Auditor.java","BOOKKEEPER-750","2014-05-23 18:48","tree 959bdd5a32ad5ef9034b5243afe49fb3eef4328b ------","7","5","5.451177547042204"
"BookieAutoRecoveryTest.java","BOOKKEEPER-750","2014-05-23 18:46","tree c8bb61438abab86d0884383c865f5ae451490aa0 ------","8","5","5.676766320563305"
"BookKeeperClusterTestCase.java","BOOKKEEPER-750","2014-05-23 18:46","tree c8bb61438abab86d0884383c865f5ae451490aa0 ------","8","5","5.676766320563305"
"Auditor.java","BOOKKEEPER-750","2014-05-23 18:48","tree 959bdd5a32ad5ef9034b5243afe49fb3eef4328b ------","8","5","5.676766320563305"
"BookieShell.java","BOOKKEEPER-746","2014-06-03 12:35","tree f724534511c12a86b1847d552c964ec711f3f83f ------","7","5","5.451177547042204"
"LedgerUnderreplicationManager.java","BOOKKEEPER-746","2014-06-03 12:35","tree f724534511c12a86b1847d552c964ec711f3f83f ------","7","5","5.451177547042204"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-746","2014-06-03 12:35","tree f724534511c12a86b1847d552c964ec711f3f83f ------","7","5","5.451177547042204"
"BookieShell.java","BOOKKEEPER-746","2014-06-03 12:35","tree f724534511c12a86b1847d552c964ec711f3f83f ------","8","5","5.676766320563305"
"LedgerUnderreplicationManager.java","BOOKKEEPER-746","2014-06-03 12:35","tree f724534511c12a86b1847d552c964ec711f3f83f ------","8","5","5.676766320563305"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-746","2014-06-03 12:35","tree f724534511c12a86b1847d552c964ec711f3f83f ------","8","5","5.676766320563305"
"TestCallbacks.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","7","5","5.451177547042204"
"AuditorLedgerCheckerTest.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","7","5","5.451177547042204"
"AuditorRollingRestartTest.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","7","5","5.451177547042204"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","7","5","5.451177547042204"
"AuditorElector.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","7","5","5.451177547042204"
"Auditor.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","7","5","5.451177547042204"
"TestCallbacks.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","8","5","5.676766320563305"
"AuditorLedgerCheckerTest.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","8","5","5.676766320563305"
"AuditorRollingRestartTest.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","8","5","5.676766320563305"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","8","5","5.676766320563305"
"AuditorElector.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","8","5","5.676766320563305"
"Auditor.java","BOOKKEEPER-745","2014-06-02 11:54","tree f53e37605d2c0ea391eeb3e5bb9976710a2328f7 ------","8","5","5.676766320563305"
"TestCallbacks.java","BOOKKEEPER-744","2014-05-06 12:40","tree e24bb024196859f12f61bb4cf7f13b1414566896 ------","7","5","5.451177547042204"
"ServerConfiguration.java","BOOKKEEPER-744","2014-05-06 12:30","tree d259c1be237ff2b7ec2ad0d884708f0654427c9f ------","7","5","5.451177547042204"
"AuditorPeriodicBookieCheckTest.java","BOOKKEEPER-744","2014-05-06 12:40","tree e24bb024196859f12f61bb4cf7f13b1414566896 ------","7","5","5.451177547042204"
"Auditor.java","BOOKKEEPER-744","2014-05-06 12:30","tree d259c1be237ff2b7ec2ad0d884708f0654427c9f ------","7","5","5.451177547042204"
"TestCallbacks.java","BOOKKEEPER-744","2014-05-06 12:40","tree e24bb024196859f12f61bb4cf7f13b1414566896 ------","8","5","5.676766320563305"
"ServerConfiguration.java","BOOKKEEPER-744","2014-05-06 12:30","tree d259c1be237ff2b7ec2ad0d884708f0654427c9f ------","8","5","5.676766320563305"
"AuditorPeriodicBookieCheckTest.java","BOOKKEEPER-744","2014-05-06 12:40","tree e24bb024196859f12f61bb4cf7f13b1414566896 ------","8","5","5.676766320563305"
"Auditor.java","BOOKKEEPER-744","2014-05-06 12:30","tree d259c1be237ff2b7ec2ad0d884708f0654427c9f ------","8","5","5.676766320563305"
"AuditorPeriodicCheckTest.java","BOOKKEEPER-743","2014-04-24 14:44","tree b3f0980d2994d822c4b6ae706c2e38c60c2e04db ------","7","5","5.451177547042204"
"AuditorPeriodicCheckTest.java","BOOKKEEPER-743","2014-04-24 14:44","tree b3f0980d2994d822c4b6ae706c2e38c60c2e04db ------","8","5","5.676766320563305"
"ReplicationException.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"BookieAutoRecoveryTest.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"BookKeeperClusterTestCase.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"BookKeeperAdmin.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"AuditorElector.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"ReplicationWorker.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"AutoRecoveryMain.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"Auditor.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","7","5","5.451177547042204"
"ReplicationException.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"BookieAutoRecoveryTest.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"BookKeeperClusterTestCase.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"BookKeeperAdmin.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"AuditorElector.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"ReplicationWorker.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"AutoRecoveryMain.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"Auditor.java","BOOKKEEPER-742","2014-04-24 10:43","tree a3388554156e41450cafa0b8694a4fd9608b06c5 ------","8","5","5.676766320563305"
"AutoRecoveryMain.java","BOOKKEEPER-740","2014-03-10 03:14","tree 25eae68d6a3efe4bed6cf066ae5ce6192abdbfde ------","7","5","5.451177547042204"
"TestEntryLog.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"ConfigurationTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestFencing.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"ConditionalSetTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookieRecoveryTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestMetaStore.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"ConcurrentLedgerTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"AuditorLedgerCheckerTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"ZkLedgerLayoutTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookieShutdownTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestPerChannelBookieClient.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestLedgerFragmentReplication.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookKeeperTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookieReadWriteTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"ReadOnlyBookieTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"GcLedgersTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookieWriteLedgerTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestWatchEnsembleChange.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookieJournalRollingTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"LedgerCacheTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestSpeculativeRead.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookKeeperClusterTestCase.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookieFailureTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestLedgerManager.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"AsyncLedgerOpsTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"BookieClientTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"LedgerDirsManagerTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"LedgerDeleteTest.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestLedgerChecker.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"TestReplicationWorker.java","BOOKKEEPER-739","2014-07-24 01:41","tree d6326435122e5b8fb124f603eb94e5c8382c4a00 ------","7","5","5.451177547042204"
"Bookie.java","BOOKKEEPER-729","2014-02-06 09:25","tree 61d48e7d6a6f7e0cd53617279a26d28d0db02332 ------","7","5","5.451177547042204"
"BookKeeper.java","BOOKKEEPER-728","2014-02-06 09:21","tree fd30efde2586f21da0f7cbc36ef5e5c0e1b4b4b6 ------","7","5","5.451177547042204"
"CheckpointSource.java","BOOKKEEPER-720","2014-01-22 07:37","tree 0f30405e791916799e4512fa6cc367da9192eb02 ------","7","5","5.451177547042204"
"CodahaleMetricsProvider.java","BOOKKEEPER-719","2014-01-21 16:41","tree 3da582cefc1fca4e283c94a17c39f217eb38843c ------","7","5","5.451177547042204"
"PerChannelBookieClient.java","BOOKKEEPER-714","2014-01-09 07:30","tree 6f27922d9b0e252e514700192c3b3f2e0cf33cac ------","7","5","5.451177547042204"
"PerChannelBookieClient.java","BOOKKEEPER-714","2014-01-09 07:30","tree 6f27922d9b0e252e514700192c3b3f2e0cf33cac ------","8","5","5.676766320563305"
"BookieLedgerIndexer.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"CompactionTest.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"ReadOnlyLedgerHandle.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"LedgerManager.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"BookkeeperInternalCallbacks.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"HierarchicalLedgerManager.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"TestWatchEnsembleChange.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"LedgerHandle.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"MSLedgerManagerFactory.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"AbstractZkLedgerManager.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","7","5","5.451177547042204"
"BookieLedgerIndexer.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"CompactionTest.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"ReadOnlyLedgerHandle.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"LedgerManager.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"BookkeeperInternalCallbacks.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"HierarchicalLedgerManager.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"TestWatchEnsembleChange.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"LedgerHandle.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"MSLedgerManagerFactory.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"AbstractZkLedgerManager.java","BOOKKEEPER-710","2014-01-17 18:13","tree 3d2a940492746fdab9bde11cc33a9f88df9159e7 ------","8","5","5.676766320563305"
"SlowBookieTest.java","BOOKKEEPER-709","2014-01-03 18:12","tree 374efa0912694ca04f745e844031d4a6a498d7d4 ------","7","5","5.451177547042204"
"CompactionTest.java","BOOKKEEPER-700","2013-10-30 16:23","tree 407b088fe8cc67e6360f8a56228a72349a331b3d ------","7","5","5.451177547042204"
"GarbageCollectorThread.java","BOOKKEEPER-700","2013-10-30 16:23","tree 407b088fe8cc67e6360f8a56228a72349a331b3d ------","7","5","5.451177547042204"
"BookieShutdownTest.java","BOOKKEEPER-678","2013-11-22 10:40","tree 265fcb6292be46acdb6aac0a8cd919fded8017c2 ------","7","5","5.451177547042204"
"LedgerRecoveryOp.java","BOOKKEEPER-676","2013-10-14 17:38","tree 31159222716de7454c6d40d162f071d7538ca956 ------","7","5","5.451177547042204"
"LedgerHandle.java","BOOKKEEPER-673","2013-10-14 18:32","tree 43f82fad414259c4ccb0ccb90a4696475c8b6f23 ------","7","5","5.451177547042204"
"PendingAddOp.java","BOOKKEEPER-673","2013-10-14 18:32","tree 43f82fad414259c4ccb0ccb90a4696475c8b6f23 ------","7","5","5.451177547042204"
"LedgerCloseTest.java","BOOKKEEPER-673","2013-10-14 18:32","tree 43f82fad414259c4ccb0ccb90a4696475c8b6f23 ------","7","5","5.451177547042204"
"LedgerHandle.java","BOOKKEEPER-673","2013-10-14 18:32","tree 43f82fad414259c4ccb0ccb90a4696475c8b6f23 ------","8","5","5.676766320563305"
"PendingAddOp.java","BOOKKEEPER-673","2013-10-14 18:32","tree 43f82fad414259c4ccb0ccb90a4696475c8b6f23 ------","8","5","5.676766320563305"
"LedgerCloseTest.java","BOOKKEEPER-673","2013-10-14 18:32","tree 43f82fad414259c4ccb0ccb90a4696475c8b6f23 ------","8","5","5.676766320563305"
"SyncThreadTest.java","BOOKKEEPER-610","2013-07-20 20:06","tree 5380345e4065d4650eb4856a47f355f82a9554b1 ------","7","5","5.451177547042204"
"SyncThread.java","BOOKKEEPER-610","2013-07-20 20:06","tree 5380345e4065d4650eb4856a47f355f82a9554b1 ------","7","5","5.451177547042204"
"TestSpeculativeRead.java","BOOKKEEPER-557","2013-03-25 06:27","tree dccd0e497b52719d0aa5743174c4d4f3a151b312 ------","7","4","4.676766320563305"
"TestLedgerManager.java","BOOKKEEPER-557","2013-03-25 06:27","tree dccd0e497b52719d0aa5743174c4d4f3a151b312 ------","7","4","4.676766320563305"
"BookieZKExpireTest.java","BOOKKEEPER-557","2013-03-25 06:27","tree dccd0e497b52719d0aa5743174c4d4f3a151b312 ------","7","4","4.676766320563305"
"Auditor.java","BOOKKEEPER-557","2013-03-25 06:27","tree dccd0e497b52719d0aa5743174c4d4f3a151b312 ------","7","4","4.676766320563305"
"AbstractZkLedgerManager.java","BOOKKEEPER-557","2013-03-25 06:27","tree dccd0e497b52719d0aa5743174c4d4f3a151b312 ------","7","4","4.676766320563305"
"ZooKeeperUtil.java","BOOKKEEPER-557","2013-03-25 06:27","tree dccd0e497b52719d0aa5743174c4d4f3a151b312 ------","7","4","4.676766320563305"
"ZkLedgerLayoutTest.java","BOOKKEEPER-557","2013-03-25 06:27","tree dccd0e497b52719d0aa5743174c4d4f3a151b312 ------","7","4","4.676766320563305"
"ScanAndCompareGarbageCollector.java","BOOKKEEPER-925","2016-04-29 05:05","tree c336e182aff1ca26590499f0b92096c8128bc2b9 ------","11","4","5.579121414647713"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-925","2016-04-27 21:11","tree 654cb3a3a05978fdde638e168647198e861c19b3 ------","11","4","5.579121414647713"
"AuthHandler.java","BOOKKEEPER-925","2016-04-27 21:11","tree 654cb3a3a05978fdde638e168647198e861c19b3 ------","11","4","5.579121414647713"
"ReadOnlyBookieTest.java","BOOKKEEPER-914","2016-04-07 21:39","tree ec9d744c78150bcb10e40fe8c361134aa4c4b3a8 ------","11","4","5.579121414647713"
"LocalBookieEnsemblePlacementPolicy.java","BOOKKEEPER-897","2016-02-24 00:34","tree 6ead082273560e69d7eab2459c538610ad5db772 ------","11","4","5.579121414647713"
"BookKeeperTest.java","BOOKKEEPER-891","2016-02-09 08:39","tree 43b03c3435a1c5a94b3d16a31fb234b6c7afc8b6 ------","11","4","5.579121414647713"
"PendingReadOp.java","BOOKKEEPER-891","2016-02-09 08:39","tree 43b03c3435a1c5a94b3d16a31fb234b6c7afc8b6 ------","11","4","5.579121414647713"
"FlatLedgerManager.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","11","4","5.579121414647713"
"ZkLedgerIdGenerator.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","11","4","5.579121414647713"
"BenchReadThroughputLatency.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","11","4","5.579121414647713"
"TestBenchmark.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","11","4","5.579121414647713"
"FlatLedgerManager.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","10","4","5.353532641126611"
"ZkLedgerIdGenerator.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","10","4","5.353532641126611"
"BenchReadThroughputLatency.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","10","4","5.353532641126611"
"TestBenchmark.java","BOOKKEEPER-883","2016-02-09 08:12","tree 881d2f575817c9d5869d1b8df3e2a3b11f1afe85 ------","10","4","5.353532641126611"
"AuditorPeriodicCheckTest.java","BOOKKEEPER-839","2015-03-12 08:21","tree 6e99e3b2704fbc7be7d00f09b8b8454a6bfb3100 ------","11","4","5.579121414647713"
"AuditorPeriodicCheckTest.java","BOOKKEEPER-839","2015-03-12 08:21","tree 6e99e3b2704fbc7be7d00f09b8b8454a6bfb3100 ------","9","4","5.127943867605509"
"Journal.java","BOOKKEEPER-838","2015-02-23 08:11","tree 018143b48fa8632ed8cbb5539bdc21e8547894ca ------","11","4","5.579121414647713"
"Journal.java","BOOKKEEPER-838","2015-02-23 08:11","tree 018143b48fa8632ed8cbb5539bdc21e8547894ca ------","9","4","5.127943867605509"
"ServerConfiguration.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","11","4","5.579121414647713"
"EntryLogger.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","11","4","5.579121414647713"
"SortedLedgerStorage.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","11","4","5.579121414647713"
"BookKeeperConstants.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","11","4","5.579121414647713"
"ServerConfiguration.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","9","4","5.127943867605509"
"EntryLogger.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","9","4","5.127943867605509"
"SortedLedgerStorage.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","9","4","5.127943867605509"
"BookKeeperConstants.java","BOOKKEEPER-833","2015-04-21 10:02","tree 47de1d1b43d703f92fdeca563559ccfbec87ca80 ------","9","4","5.127943867605509"
"BookieSocketAddress.java","BOOKKEEPER-769","2016-03-16 04:43","tree 02ef5a2fa0c8090e5e410f5804a51ce5a0cf7ff0 ------","11","4","5.579121414647713"
"LedgerCloseTest.java","BOOKKEEPER-769","2016-03-16 04:43","tree 02ef5a2fa0c8090e5e410f5804a51ce5a0cf7ff0 ------","11","4","5.579121414647713"
"AutoRecoveryMain.java","BOOKKEEPER-594","2016-03-16 04:51","tree 892f02f3827a59501d267b1e796f64dc7fb60163 ------","11","4","5.579121414647713"
"ReplicationWorker.java","BOOKKEEPER-594","2016-03-16 04:51","tree 892f02f3827a59501d267b1e796f64dc7fb60163 ------","11","4","5.579121414647713"
"DirectMemoryUtils.java","BOOKKEEPER-578","2016-04-05 08:50","tree c5387783136a5c7ef8c37e34c46d40b125399291 ------","11","4","5.579121414647713"
"IndexInMemPageMgr.java","BOOKKEEPER-578","2016-04-05 08:50","tree c5387783136a5c7ef8c37e34c46d40b125399291 ------","11","4","5.579121414647713"
"BookieInitializationTest.java","BOOKKEEPER-1104","2017-07-28 06:39","tree 1a42c6d5fb7ae01810ed10e836f516c4242f6959 ------","12","4","5.804710188168815"
"LocalBookKeeper.java","BOOKKEEPER-1077","2017-05-26 12:38","tree 8f42c771ee5db9f9c64166f39288cfe7bf3f718f ------","12","4","5.804710188168815"
"ServerConfiguration.java","BOOKKEEPER-1077","2017-05-26 12:38","tree 8f42c771ee5db9f9c64166f39288cfe7bf3f718f ------","12","4","5.804710188168815"
"CachingStatsLogger.java","BOOKKEEPER-1073","2017-06-01 08:55","tree 9b950a3add4440406096317395f2cdd0d31b9e56 ------","12","4","5.804710188168815"
"CodahaleStatsLogger.java","BOOKKEEPER-1073","2017-06-01 08:55","tree 9b950a3add4440406096317395f2cdd0d31b9e56 ------","12","4","5.804710188168815"
"PrometheusStatsLogger.java","BOOKKEEPER-1073","2017-06-01 08:55","tree 9b950a3add4440406096317395f2cdd0d31b9e56 ------","12","4","5.804710188168815"
"NullStatsLogger.java","BOOKKEEPER-1073","2017-06-01 08:55","tree 9b950a3add4440406096317395f2cdd0d31b9e56 ------","12","4","5.804710188168815"
"StatsLogger.java","BOOKKEEPER-1073","2017-06-01 08:55","tree 9b950a3add4440406096317395f2cdd0d31b9e56 ------","12","4","5.804710188168815"
"CachingStatsProvider.java","BOOKKEEPER-1073","2017-06-01 08:55","tree 9b950a3add4440406096317395f2cdd0d31b9e56 ------","12","4","5.804710188168815"
"AbstractZkLedgerManager.java","BOOKKEEPER-1047","2017-05-04 20:58","tree 86939e077f5d55b7fd9fbef3ace4f7acf061764b ------","12","4","5.804710188168815"
